Issue Key,Issue Type,Status,Priority,Summary,Description,Component/s,Affects Version/s,Fix Version/s,Assignee,Reporter,Created,Updated,Resolved,Resolution,Labels,Story Points,Epic Link,Sprint,Module,Root Cause,Defect Category,Business Impact,Customer Impact
ECOM-1586,Bug,To Do,Low,Payment confirmation issues with multiple payment options,Performance degradation noticed when payment confirmation issues with multiple payment options. Users are experiencing slow response times.,Error Handling,v2.0.9,,lisa.taylor,sarah.wilson,2023-09-30,2024-11-10,,,"email,email,active""",1,EPIC-006,SPRINT-40,Checkout and Payment,Async Processing,Performance,Critical,Critical
ECOM-1587,Bug,Reopened,Critical,Order shipping details wrong with split shipping,Critical functionality broken for order shipping details wrong with split shipping. This is causing customer complaints and potential revenue loss.,Order Status,v2.1.6,,session.team,jane.smith,2023-05-01,2023-08-08,,,"""tracking,processing""",8,,SPRINT-42,Order Management,Event Handling,Enhancement,Critical,Low
ECOM-1588,Bug,Resolved,Critical,Subcategory display problems with applied filters,Critical functionality broken for subcategory display problems with applied filters. This is causing customer complaints and potential revenue loss.,Performance System,v2.1.2,v2.2.2,lisa.taylor,qa.tester,2024-11-25,2024-12-28,2024-12-28,Won't Fix,"""category,ui""",5,,SPRINT-82,Browse Products by Category,Algorithm Issue,Enhancement,Medium,Medium
ECOM-1589,Bug,To Do,Critical,Wishlist privacy settings broken for multiple lists,Inconsistent behavior observed when wishlist privacy settings broken for multiple lists. The issue appears to be intermittent and affects certain user segments.,Wishlist System,v2.1.2,,ui.designer,qa.tester,2024-10-24,2024-11-07,,,"wishlist,notifications,active""",8,,SPRINT-9,Wishlist and Favorites,Database Query,Critical,High,Critical
ECOM-1590,Bug,To Do,Critical,Wishlist to cart conversion failing with shared lists,System fails to properly handle wishlist to cart conversion failing with shared lists. Multiple users have reported this issue across different browsers.,Wishlist UI,v2.1.6,,david.chen,admin.user,2024-04-22,2024-10-27,,,"favorites,notifications,active""",8,,SPRINT-59,Wishlist and Favorites,Database Sync,UI/UX,Critical,High
ECOM-1591,Bug,Closed,Low,Search autocomplete failing with multiple filters,System fails to properly handle search autocomplete failing with multiple filters. Multiple users have reported this issue across different browsers.,Auto-complete System,v2.0.5,v2.2.1,lisa.taylor,ui.designer,2023-08-13,2024-05-23,2024-05-23,Won't Fix,"""autocomplete,search""",1,,SPRINT-47,Search for Products,Session Issue,Performance,Medium,Medium
ECOM-1592,Bug,Open,Medium,Search results not displaying correctly in specific browsers,Performance degradation noticed when search results not displaying correctly in specific browsers. Users are experiencing slow response times.,Auto-complete System,v2.2.0,,,admin.user,2024-01-18,2024-09-10,,,"pagination,autocomplete,active""",2,,SPRINT-58,Search for Products,Session Issue,Security,Medium,Medium
ECOM-1593,Bug,Resolved,Low,Order history not displaying for recurring orders,Inconsistent behavior observed when order history not displaying for recurring orders. The issue appears to be intermittent and affects certain user segments.,Order Tracking,v2.1.6,v2.0.9,payment.team,sarah.wilson,2024-12-23,2024-12-23,2024-12-23,Won't Fix,"""status,processing""",1,,SPRINT-27,Order Management,Calculation Error,Functional,Medium,Medium
ECOM-1594,Bug,Resolved,High,Cart total calculation incorrect with promotional items,Users experiencing issues when trying to cart total calculation incorrect with promotional items. This affects user experience and may impact conversion rates.,Mobile UI,v2.2.0,v2.1.8,ui.designer,data.analyst,2023-01-14,2023-05-20,2023-05-20,Duplicate,"""calculation,session""",3,,SPRINT-99,Add Products to Cart,Calculation Error,Critical,Medium,Critical
ECOM-1595,Bug,Reopened,High,Search by category failing with typos in query,Users experiencing issues when trying to search by category failing with typos in query. This affects user experience and may impact conversion rates.,Auto-complete System,v2.1.4,,mobile.tester,finance.dept,2023-11-25,2024-03-07,,,"""pagination,search""",3,,SPRINT-73,Search for Products,Integration Issue,UI/UX,Low,Critical
ECOM-1596,Bug,In Progress,Low,Wishlist export not working for bulk operations,Inconsistent behavior observed when wishlist export not working for bulk operations. The issue appears to be intermittent and affects certain user segments.,Wishlist Sharing,v2.2.2,,admin.user,product.manager,2024-05-19,2024-10-30,,,"sharing,ui,active""",1,,SPRINT-39,Wishlist and Favorites,Integration Issue,Critical,Low,High
ECOM-1597,Bug,Reopened,Critical,Subcategory display problems in different languages,System fails to properly handle subcategory display problems in different languages. Multiple users have reported this issue across different browsers.,Product Catalog,v2.1.7,,ui.designer,qa.tester,2024-01-04,2024-11-02,,,"""navigation,ui""",8,,SPRINT-93,Browse Products by Category,Data Mapping,Enhancement,Critical,Critical
ECOM-1598,Bug,Closed,Medium,Search sort options not working in specific browsers,System fails to properly handle search sort options not working in specific browsers. Multiple users have reported this issue across different browsers.,Pagination System,v2.1.7,v2.0.9,ui.designer,admin.user,2023-02-25,2023-08-21,2023-08-21,Duplicate,"""pagination,history""",3,,SPRINT-79,Search for Products,Database Sync,Security,Low,Medium
ECOM-1599,Bug,Resolved,High,Search results not displaying correctly on slow connections,Users experiencing issues when trying to search results not displaying correctly on slow connections. This affects user experience and may impact conversion rates.,Pagination System,v2.1.2,v2.0.5,qa.tester,qa.tester,2024-06-30,2024-12-09,2024-12-09,Won't Fix,"""history,filters""",5,,SPRINT-42,Search for Products,Data Mapping,UI/UX,Medium,High
ECOM-1600,Bug,Closed,Critical,Product count showing incorrect numbers with many subcategories,Inconsistent behavior observed when product count showing incorrect numbers with many subcategories. The issue appears to be intermittent and affects certain user segments.,Product Catalog,v2.1.6,v2.1.8,security.team,finance.dept,2024-03-14,2024-07-27,2024-07-27,Won't Fix,"""ui,data""",8,,SPRINT-90,Browse Products by Category,Business Logic,Functional,Medium,Low
ECOM-1601,Bug,In Progress,Low,Payment error messages unclear with saved payment methods,System fails to properly handle payment error messages unclear with saved payment methods. Multiple users have reported this issue across different browsers.,Error Handling,v2.1.4,,data.team,data.analyst,2024-04-21,2024-11-23,,,"security,security,active""",1,EPIC-010,SPRINT-55,Checkout and Payment,Algorithm Issue,Critical,High,Medium
ECOM-1602,Bug,To Do,Low,Category page not loading correctly for specific brands,Performance degradation noticed when category page not loading correctly for specific brands. Users are experiencing slow response times.,Product Catalog,v2.1.5,,ui.designer,sarah.wilson,2024-03-11,2024-12-27,,,"data,performance,active""",1,,SPRINT-83,Browse Products by Category,Algorithm Issue,Critical,High,Medium
ECOM-1603,Bug,In Progress,High,Payment form validation problems with discount codes,Performance degradation noticed when payment form validation problems with discount codes. Users are experiencing slow response times.,Payment System,v2.0.5,,data.team,finance.dept,2024-11-12,2024-12-30,,,"email,email,active""",4,EPIC-008,SPRINT-72,Checkout and Payment,Routing Issue,UI/UX,Low,High
ECOM-1604,Bug,Closed,Critical,Advanced search not functioning with special characters,System fails to properly handle advanced search not functioning with special characters. Multiple users have reported this issue across different browsers.,Auto-complete System,v2.1.2,v2.1.4,ui.designer,product.manager,2024-03-19,2024-05-06,2024-05-06,Duplicate,"""search,search""",8,,SPRINT-43,Search for Products,Business Logic,Enhancement,High,High
ECOM-1605,Bug,To Do,Critical,Wishlist items not saving with price alerts,Users experiencing issues when trying to wishlist items not saving with price alerts. This affects user experience and may impact conversion rates.,Wishlist Notifications,v2.1.8,,data.team,sarah.wilson,2023-05-16,2024-07-25,,,"favorites,notifications,active""",8,,SPRINT-41,Wishlist and Favorites,Routing Issue,Security,Medium,High
ECOM-1606,Bug,Open,Medium,Wishlist notifications failing for guest users,Inconsistent behavior observed when wishlist notifications failing for guest users. The issue appears to be intermittent and affects certain user segments.,Wishlist System,v2.0.9,,,mobile.tester,2023-09-30,2023-12-13,,,"persistence,ui,active""",2,,SPRINT-5,Wishlist and Favorites,Data Mapping,Functional,Low,Low
ECOM-1607,Bug,Open,Low,Search history not saving with multiple filters,Performance degradation noticed when search history not saving with multiple filters. Users are experiencing slow response times.,Search History,v2.1.6,,,compliance.officer,2023-04-03,2023-11-06,,,"history,suggestions,active""",2,,SPRINT-3,Search for Products,Database Query,UI/UX,Medium,High
ECOM-1608,Bug,Resolved,Low,Wishlist persistence problems with price alerts,Inconsistent behavior observed when wishlist persistence problems with price alerts. The issue appears to be intermittent and affects certain user segments.,Favorites Management,v2.1.4,v2.1.2,payment.team,qa.tester,2023-02-25,2024-05-10,2024-05-10,Duplicate,"""notifications,ui""",1,,SPRINT-58,Wishlist and Favorites,Validation Logic,Enhancement,Critical,Critical
ECOM-1609,Bug,Closed,High,Category description missing on tablet view,Inconsistent behavior observed when category description missing on tablet view. The issue appears to be intermittent and affects certain user segments.,Data Display,v2.1.1,v2.2.0,admin.user,business.analyst,2023-07-14,2024-09-22,2024-09-22,Duplicate,"""performance,category""",5,,SPRINT-38,Browse Products by Category,Database Query,Critical,High,High
ECOM-1610,Bug,To Do,Medium,Subcategory display problems in different languages,Inconsistent behavior observed when subcategory display problems in different languages. The issue appears to be intermittent and affects certain user segments.,Mobile Navigation,v2.1.7,,backend.dev,admin.user,2023-07-25,2024-02-19,,,"ui,data,active""",3,,SPRINT-31,Browse Products by Category,Database Query,Data Integrity,High,Low
ECOM-1611,Bug,In Progress,Critical,Category page not loading correctly on tablet view,Inconsistent behavior observed when category page not loading correctly on tablet view. The issue appears to be intermittent and affects certain user segments.,Performance System,v2.0.5,,session.team,product.manager,2023-11-11,2023-12-30,,,"ui,performance,active""",5,,SPRINT-31,Browse Products by Category,Calculation Error,UI/UX,Low,Critical
ECOM-1612,Bug,Reopened,Low,Search sort options not working on slow connections,Inconsistent behavior observed when search sort options not working on slow connections. The issue appears to be intermittent and affects certain user segments.,Auto-complete System,v2.0.9,,sarah.wilson,data.analyst,2023-08-22,2023-12-20,,,"""search,filters""",1,,SPRINT-56,Search for Products,CSS Issue,Data Integrity,Critical,Critical
ECOM-1613,Bug,Reopened,Medium,User preferences not saving on mobile devices,Performance degradation noticed when user preferences not saving on mobile devices. Users are experiencing slow response times.,User Authentication,v2.1.2,,mobile.tester,customer.support,2024-10-31,2024-11-06,,,"""registration,registration""",3,EPIC-004,SPRINT-56,User Account Management,Async Processing,Functional,High,Medium
ECOM-1614,Bug,Reopened,Low,Order history not displaying for gift orders,Critical functionality broken for order history not displaying for gift orders. This is causing customer complaints and potential revenue loss.,Order Tracking,v2.1.6,,mike.johnson,finance.dept,2023-04-21,2023-06-26,,,"""returns,status""",1,,SPRINT-28,Order Management,Input Validation,Data Integrity,Low,Critical
ECOM-1615,Bug,To Do,Low,Payment gateway timeout on mobile devices,Inconsistent behavior observed when payment gateway timeout on mobile devices. The issue appears to be intermittent and affects certain user segments.,Payment Flow,v2.1.4,,performance.team,ui.designer,2024-09-05,2024-12-05,,,"validation,validation,active""",1,EPIC-005,SPRINT-80,Checkout and Payment,Algorithm Issue,Enhancement,Medium,Medium
